Record ID,Band Name,Factory Status,Confidence,Official YouTube Channel,Most Popular Verified Video Title,Most Popular Verified Video URL,Selection Basis,Verified At,Permanent URL,Edition ID,QR Poster Variant,Failure / Omission Reason
JBX-WD-Q2761963,Pnau,rejected,84,https://www.youtube.com/channel/UCgddtt1rqF8_OpcO3-qFTMA,PNAU - Heart Beats feat. Marieme,https://www.youtube.com/watch?v=PlUwfQ_7XGM,most-viewed-official,2026-08-03T11:53:39.978Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q2380112,Gyroscope,rejected,80,,,,,2026-08-03T11:53:43.888Z,,,,The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q3276881,Magic Dirt,configured,100,https://www.youtube.com/channel/UCPzDAU4p9JuKTPjv8iQiJzA,[I'm] Stranded,https://www.youtube.com/watch?v=dT0wmZGIhJ4,most-viewed-official,2026-08-03T11:46:27.616Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_dc16b20ab0,dc_dc16b20ab0,aggits-character-poster/1,
JBX-WD-Q2534926,Voyager,configured,100,https://www.youtube.com/channel/UCJ0FbAfZ5x1_wv0QaveNYNA,Voyager By Night - Live at Magnet House (2025 comeback show),https://www.youtube.com/watch?v=wXLCECMG054,most-viewed-official,2026-08-03T11:33:33.909Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f75917624b,dc_f75917624b,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-da44dd4e requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q2415014,The Waifs,configured,100,https://www.youtube.com/channel/UC6bdVeyVd0puszMcj2nW7pw,The Waifs - Bridal Train (Offical Music Video),https://www.youtube.com/watch?v=8sP_JQV8er0,most-viewed-official,2026-08-03T11:46:23.408Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_a9e2250ba8,dc_a9e2250ba8,aggits-character-poster/1,
JBX-WD-Q3062076,Expatriate,rejected,84,https://www.youtube.com/channel/UCxWH3Yc-k4pklKrMs4g31eQ,Expatriate 'Skool',https://www.youtube.com/watch?v=X3yEO3NGj6Y,most-viewed-official,2026-08-03T11:53:41.709Z,,,,A concise biography could not be extracted from an identity-verified official source.
JBX-WD-Q3093109,Gang Gajang,configured,100,https://www.youtube.com/user/GANGgajangOfficial,GANGgajang - Speak To Me (lyric),https://www.youtube.com/watch?v=F2sGdr0dnWc,most-viewed-official,2026-08-03T11:27:41.231Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_a3b328b255,dc_a3b328b255,aggits-character-poster/1,
JBX-WD-Q2872160,Australian Crawl,configured,100,https://www.youtube.com/channel/UCMH5E19_uxGioJxbr70RljA,Australian Crawl - Louie Louie (Official Audio),https://www.youtube.com/watch?v=v8j4XKMKoKg,most-viewed-official,2026-08-03T11:46:32.192Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_d10266e7d2,dc_d10266e7d2,aggits-character-poster/1,
JBX-WD-Q2411737,The Grates,configured,100,https://www.youtube.com/channel/UC1lby4_CIjzK-XarnhoZRUw,The Grates - Call Me,https://www.youtube.com/watch?v=xk2lJrO98VE,most-viewed-official,2026-08-03T11:28:12.637Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_0e780559f5,dc_0e780559f5,aggits-character-poster/1,
JBX-WD-Q3489831,Something for Kate,configured,100,https://www.youtube.com/user/sfkofficial,Something for Kate 'Refugee' Live from Homebake 2006 (Tom Petty & the Heartbreakers),https://www.youtube.com/watch?v=DeSc12aLLn0,most-viewed-official,2026-08-03T11:28:05.847Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_0c663efc79,dc_0c663efc79,aggits-character-poster/1,
JBX-WD-Q2979674,Closure in Moscow,configured,100,https://www.youtube.com/channel/UCBroCHZSk4DcnY3oya4JHoA,Closure in Moscow - Keeper of the Lake (Official Music Video),https://www.youtube.com/watch?v=9hsMPeBayNw,most-viewed-official,2026-08-03T11:28:07.247Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_576c23c5b1,dc_576c23c5b1,aggits-character-poster/1,
JBX-WD-Q2430218,Thy Art Is Murder,configured,100,https://www.youtube.com/channel/UCGjEbsGoyWSJlMjzuWM4FKQ,Kevin Goes Hard: Daily Tour Gym Routine (What’s Your Excuse?),https://www.youtube.com/watch?v=NRqa1kybOyU,most-viewed-official,2026-08-03T11:33:34.167Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_a6a36d7c00,dc_a6a36d7c00,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-b9999430 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q3307572,Faker,rejected,54,,,,,2026-08-03T11:54:14.328Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved. | At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q3629919,Austere,rejected,64,,,,,2026-08-03T11:53:47.209Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q7738225,The Greencards,rejected,90,https://www.youtube.com/channel/UCdDIKLbRQDVy_-A2TY4zGqA,Kym 40th Aussie Video,https://www.youtube.com/watch?v=XN-ZVRyyr4M,most-viewed-official,2026-08-03T11:53:54.858Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q7743843,The Jungle Giants,configured,100,https://www.youtube.com/user/thejunglegiants,The Jungle Giants - World's Getting Smaller (Lyric Video),https://www.youtube.com/watch?v=dRFtgN5ZDEA,most-viewed-official,2026-08-03T11:28:28.786Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_6be3201e60,dc_6be3201e60,aggits-character-poster/1,
JBX-WD-Q7732541,The Eternal,configured,100,https://www.youtube.com/user/theeternalband,Mark Kelson - 'Existing To Expire' Sing-Through,https://www.youtube.com/watch?v=ifNY4AaptcI,most-viewed-official,2026-08-03T11:28:33.486Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_5f80fedc03,dc_5f80fedc03,aggits-character-poster/1,
JBX-WD-Q7746373,The Laurels,configured,100,https://www.youtube.com/user/theelaurels,The Laurels - Borrowed Time,https://www.youtube.com/watch?v=tLSU23l3j_g,most-viewed-official,2026-08-03T11:28:35.515Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_8f20d6f0df,dc_8f20d6f0df,aggits-character-poster/1,
JBX-WD-Q7839860,Tria Mera,configured,100,https://www.youtube.com/channel/UCRK8amsqIcwxsvdFJ715rEg,"Tria Mera - Waiting For Destruction (Live at the New Globe Theatre, Brisbane) [2015-12-05]",https://www.youtube.com/watch?v=GmJ_oC9gQH8,most-viewed-official,2026-08-03T11:46:45.548Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c6d9576775,dc_c6d9576775,aggits-character-poster/1,
JBX-WD-Q7767480,The Superjesus,configured,100,https://www.youtube.com/channel/UClPdB4gBde9T4pYbK6cHavA,THE SUPERJESUS - 'DIAMONDS' OFFICIAL VIDEO,https://www.youtube.com/watch?v=Xdyt3KKZaOY,most-viewed-official,2026-08-03T11:33:34.219Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_1a405acafc,dc_1a405acafc,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-b300bf68 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q7798882,Thundamentals,configured,100,https://www.youtube.com/channel/UCCkzxcN8-YbH4VYj5tNhGFA,Thundamentals & Horrorshow - 100 Degrees Ft. Thom Crawford,https://www.youtube.com/watch?v=-wlXankifuY,most-viewed-official,2026-08-03T11:46:51.690Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f132e66b69,dc_f132e66b69,aggits-character-poster/1,
JBX-WD-Q7715496,The Bamboos,rejected,64,,,,,2026-08-03T11:53:53.512Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q7621467,Strange Talk,rejected,84,https://www.youtube.com/channel/UC2LR7ucFS2m92iX8z12WM9g,Strange Talk - What Makes Strange Talk (Influences),https://www.youtube.com/watch?v=AZuAYDye8rs,most-viewed-official,2026-08-03T11:54:01.670Z,,,,A concise biography could not be extracted from an identity-verified official source.
